QUOTE,AUTHOR,CAT
"See, I have set before you this day life and good, death and evil... I have set before you life and death, blessing and curse; therefore choose life.",Moses,Religion
"The Sabbath is a weekly cathedral raised up in my dining room, in my family, in my heart.",Anita Diament,Religion
Worship is a way of seeing the world in the light of God.,Abraham Joshua Heschel,Religion
We must seek the loving-kindness of God in all the breadth and open-air of common life.,George A. Smith,Religion
My life was changed in one breath from God.,Donna Summer,Religion
I think a major element of jetlag is psychological. Nobody ever tells me what time it is at home.,David Attenborough,Travel
The time to enjoy a European trip is about three weeks after unpacking.,George Ade,Travel
When the traveler goes alone he gets acquainted with himself.,Liberty Hyde Bailey,Travel
"Rome is the city of echoes, the city of illusions, and the city of yearning.",Giotto di Bondone,Travel
Travel is glamorous only in retrospect.,Paul Theroux,Travel
"No matter where I've been overseas, the food stinks, except in Italy.",Carmen Electra,Travel
Certain travellers give the impression that they keep moving because only then do they feel fully alive.,Ella Maillart,Travel
"The hardest part is to travel, and to be away from your family.",Glenn Tipton,Travel
My wife and I have so much fun when we travel and find anything... like stray cats and squirrels.,Eric Roberts,Travel
Airline travel is hours of boredom interrupted by moments of stark terror.,Al Boliska,Travel
Travelling expands the mind rarely.,Hans Christian Andersen,Travel
"The attention of a traveller, should be particularly turned, in the first place, to the various works of Nature, to mark the distinctions of the climates he may explore, and to offer such useful observations on the different productions as may occur.",William Bartram,Travel
Traveling is the ruin of all happiness! There's no looking at a building after seeing Italy.,Fanny Burney,Travel
"A journey by Sea and Land, Five Hundred Miles, is not undertaken without money.",Lewis Hallam,Travel
The trouble with travelling back later on is that you can never repeat the same experience.,Michael Palin,Travel
"My parents and my grandfather on my mom's side would travel the earth. They went to Australia and China, and they went to probably every soccer game I ever played.",Brandi Chastain,Travel
On long haul flights I always drink loads and loads of water and eat light and healthy food.,Lisa Snowdon,Travel
I get pretty much all the exercise I need walking down airport concourses carrying bags.,Guy Clark,Travel
"In both business and personal life, I've always found that travel inspires me more than anything else I do. Evidence of the languages, cultures, scenery, food, and design sensibilities that I discover all over the world can be found in every piece of my jewelry.",Ivanka Trump,Travel
When I'm in London I do have the convenience of being close to St James Park which is also good for me because it gives me an excuse to get out and get some much needed exercise!,David Blunkett,Travel
Traveling is seeing; it is the implicit that we travel by.,Cynthia Ozick,Travel
"If you travel first class, you think first class and you are more likely to play first class.",Ray Floyd,Travel
"Travel, which was once either a necessity or an adventure, has become very largely a commodity, and from all sides we are persuaded into thinking that it is a social requirement, too.",Jan Morris,Travel
I am a marvelous housekeeper. Every time I leave a man I keep his house.,Zsa Zsa Gabor,Time
"In one way, I suppose, I have been 'in denial' for some time, knowingly burning the candle at both ends and finding that it often gives a lovely light.",Christopher Hitchens,Time
"I got in a fight one time with a really big guy, and he said, 'I'm going to mop the floor with your face.' I said, 'You'll be sorry.' He said, 'Oh, yeah? Why?' I said, 'Well, you won't be able to get into the corners very well.'",Emo Philips,Time
"Love doesn't just sit there, like a stone; it has to be made, like bread, remade all the time, made new.",Ursula K. Le Guin,Time
"Money and time are the heaviest burdens of life, and... the unhappiest of all mortals are those who have more of either than they know how to use.",Samuel Johnson,Time
A few years' experience will convince us that those things which at the time they happened we regarded as our greatest misfortunes have proved our greatest blessings.,George Mason,Time
Time is shortening. But every day that I challenge this cancer and survive is a victory for me.,Ingrid Bergman,Time
We know in New York we have several million at any one time who are in New York illegally.,Hillary Clinton,Time
"Sometimes overturning brutal regimes takes time and costs lives. I wish it weren't so. I really, really do.",Hillary Clinton,Time
"The amount of time we spend with Jesus - meditating on His Word and His majesty, seeking His face - establishes our fruitfulness in the kingdom.",Charles Stanley,Time
