@relation Camera__468Negetive556Positive-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute 'Got this yesterday and like it, had before. Just to note, PowerShot A2500 is an entry-level pocket camera which is very similar to PowerShot A2300: 16-megapixel 1/2.3\" sensor, DiGiC 4 processor, and 5x zoom 28mm wide angle lens, 2.7\" LCD. Even 720p HD video capabilities are the same.Pros:1. What really distinguishes it from its predecessor is Smart Auto Mode recognizing 32 shooting environments and adjusts settings for better quality. It automatically selects the best shooting settings for optimal quality based on the environmental factors (lightning I guess) to provide point\'n\'shoot simplicity.2. 16.0 Megapixels, with loads of resolution pictures are still clear. High resolution is also good for producing biggest printouts.3. 5x Optical Zoom is sufficient in most cases.4. DIGIC 4 Image Processor. Not as fast as DIGIC 5 though fast and powerful enough to give you advanced system options, provide quick-shoot with reliable performance and low battery consumption. As far as I know DIGIC 4 is currently Canon\'s most efficient processor for budget cameras. BTW it has some Eco mode, that is said to be providing even faster warm-up times and saves the standard battery, but I haven\'t tested it yet.5. Very lightweight, just put it into your pocket, can take it everywhere.6. Price tag - $99. You can\'t get any better camera for the price.Cons:1. Like A2300 it lacks optical image stabilization, though it\'s got digital image stabilization.2. 1/2.3\" sensor. Well, entry level CCD providing good pictures, not of a DSLR quality, that\'s all I can say.Summary:Sure this is not the best camera in the world. I definitely knew it when I bought the camera. BUT, I was pleasantly surprised with the quality of pictures I shot.If you\'re like me (not a pro) and looking for a budget point-and-shoot camera taking family photos and events, mostly shoot in daylight or good lighting, I\'d definitely recommend it, taking into account its price tag of $99 - just about right.' string
@attribute ' positive' {' positive',' negetive'}

@data
'I really liked the camera.  Easy to use buttons, nice pictures.  I used it as a gift and it was enthusiastically received.',' positive'
'Very pleased with the prompt delivery and even more pleased with the product!  Actually bought the camera as a gift for my daughter, but now i want one for myself!',' positive'
'Purchased for Dad this Xmas, we had 3 in our family since kids were born.  Best camera for all situations.',' positive'
'Excellent images, not on par with my Nikon D50, but took great pix.  I would prefer a viewfinder.  The screen is a little hard to see in bright light, and the delay for a flash picture can be annoying, but overall, what more could I ask for under $100.',' positive'
'I bought this for my mom for Christmas. She loves it. She has already broken it in and I\'ve heard nothing but good so far.',' positive'
'I was so glad to get this great camera at such a cheap price needed it quick and got it I just need to learn how to use it',' positive'
'My wife still can\'t get over the old camera with this one. So in the meantime, I use it just to entice my wife. I love the fact that I can record at 720p as opposed to my old bulky D8 camcorder in DVD quality. Although I need to upgrade the SSD to a much bigger storage capacity.',' positive'
'Big bang for the buck.  Take great pix.  Got it for a camera easier to take than my DLSR on short walks & have with me all the time.Love the little camera.  Pix quality is ex..........',' positive'
'Was what I expected. Lightweight. East to use. Bought as a gift but would buy one for personal use if I needed it',' positive'
'We actually have two of this model. First we bought one for the wife, who wanted a simple to operate camera for a vacation trip. It performed so well and is so easy to use that we gave one to the 8-year-old grandson, who wanted a camera for Christmas.',' positive'
'I bought this for my GF for Christmas. (I also grabbed a case, extra battery, and memory card-you\'ll need that last one). She LOVES it. It is easy for her to use and with a 16mp resolution the pics are great. No mechanical issues so far.',' positive'
'Easy to usegreat picturescharge time takes about 4-6 hourscomes in my grandmothers favorite color.....lolsd card is standard card, you don\'t need a \"brand only\" card to use it, like sony.',' positive'
'I wasn\'t looking for a camera that took forever to figure out. The canon power shot A2500 was the perfect choice for me. GREAT little camera.',' positive'
'Very pleased with this Canon camera and especially the price through Amazon.  Considering I\'m elderly and not too tech savvy, it was very easy to use.',' positive'
'I like it a lot. Low price and great value. I had the previous model and I wanted to upgrade, so this product is a great choice.',' positive'
'This camera is simple to operate.  Follow the directions and for quick picture taking it can be beat.  I have not tried some of the more elaborate features but it does take excellent pictures.',' positive'
'I did a lot of research and came to the conclusion that this camera offered me the most for the least amount of money.  I purchased for my wife\'s birthday and I wanted to get her a camera that was easy to use and took great pictures.  This product does just that.  not only does it take great pictures but also takes excellent video, up to an hour using the 16 GB memory card.  I own other canon products and have always been happy with there performance.  I was not disappointed with this camera.  It came as a bundle from Amazon, camera, 16 GB memory and case.  Great deal!',' positive'
'For the price, this camera has proven to be well worth the money.  It performs as well as I expected, and provides all the features I need at this time in a camera. I would definitely recommend this camera to my friends.',' positive'
'Good product, fast shipping and packaging pretty sure it works correctly for transport, similar to the one shown in the ad, highly recommended,',' positive'
'My husband keeps this in his turnout gear (he is a volunteer firefighter) to use when he is at the scene of fires. He has dropped it a few times yet it still works well and takes great photos.',' positive'
'This camera is very easy to use, has vivid color and the price is right. Also a rechargable battery comes with it.',' positive'
'The camera works good and has great resolution. Easily can be taken anywhere. Only down side I would say that I wasn\'t expecting was that it does not come with a SD card',' positive'
'I bought this for my daughter. She had had a cannon powershot before and had very good service. She lost the first one so we bought another. Hopefully we will get as good as service on this one.',' positive'
'I needed a simple camera to replace one that went bad after a fall.  Shipped quickly, good price, nice item.  Great resolution in the pix.',' positive'
'I got what I needed with this camera, smaller, lightweight (easy to carry). It is very easy to use & takes good pictures.I also appreciate the ease of use when changing and charging the battery;  other cameras I have had were difficult toopen.',' positive'
'great pictures and I love the zoom . I think it is fun to have a red camera, Thank you',' positive'
'I bought this camera for my daughter for Christmas and she loves it. Its small enough that she can carry it in her purse, yet takes pictures like a bigger cameras. It has pretty good zoom capabilities and takes crystal clear photos. She uses it more than she uses her phone camera :)',' positive'
'The camera was very good. But when I bought the camera and the rest of the stuff. You told me it would cost me $118.63? When I payed my bill. After words there was another $10.63 added on? What was that for? With all or the scams like with Target and all I would like to know what it was for?  Thank You.',' positive'
'For a small point & shoot camera, I was amazed at the results - even in low light conditions. My only complaint is about the charger -  wish it had a USB charger instead of external battery charger',' positive'
'Was also a Christmas gift for my  daughter. She used it to take pictures opening our presents at Christmas. She loves it.',' positive'
'The receiver of this camera is very pleased with it, and loves theway the pictures come out when transferred to the computer!',' positive'
'I bought this camera for my wife for Christmas. She loves it. She is a point and shoot persons and this camera takes great pics out of the box with no need to adjust the settings. It is also even lighter than the previous model Canon Powershot that she had. Definitely recommend it if you just want a point and shoot.',' positive'
'This was a Christmas gift for my husband. He doesn\'t like change so I wasn\'t sure he would give up his old bulky camera, but he did and loves this new one. It is small enough to take anywhere, the screen is a good size and the buttons are easy to operate. He likes to take videos and I love that there is a video button on the back of this camera. Great little camera and a good price too!',' positive'
'I purchased this camera to photograph our Christmas this year and it worked just described as an excellent deal for $60.',' positive'
'My 6-year-old wanted a camera for Christmas but I didn\'t want to waste money on a \"kiddie\" version. I wanted something easy for her to use and understand, but one that she could use for years to come.  This camera fits the bill. Very simple to use. She can now take pictures, videos, and is able to review and delete all on her own. The quality of picture is what you would expect from a point and shoot camera. Happy with my purchase and so is she.',' positive'
'A lot of my friends can\'t believe how crisp the pictures are even in low light conditions.  I have taken crisp pictures of small birds utilizing the zoom function.  For a low end camera, it takes very good pictures.  It pays to read the manual AND experiment with the function settings.  For example, there is a setting for low light conditions (which may trigger the flash) but I have found that changing the ISP speed to 1600 can give nice clear pictures in low light without a flash.  It pays to experiment with this camera since the correct settings result in brilliant pictures.  One really needs to take a lot of pictures of one subject in the same setting to get a good idea how these settings work.  Once you grasp the proper settings, the pictures are excellent!',' positive'
